text,label
Remember where my wallet is?,search
Did I put watch somewhere?,search
Remind me every 45 hour to go to gym,reminder
Where did I keep my car keys?,search
Remember where my iPad is?,search
Look up phone,search
I want to just cancel all my reminders right now,cancel_all
quickly remove all active reminders now,cancel_all
feed the pet reminder every 3 hrs,reminder
please stop water reminder,cancel_specific
ASDF!,unclear
I put my medicine in the counter,save
Recall where I put my tablet,search
Did I return the keys?,search
no more breakfast reminder,cancel_specific
Great,unclear
Clear every single reminder for me,cancel_all
My friend's address is 98766644,save
My train is on Friday,save
JUST END ALL REMINDERS PLEASE,cancel_all
AAA,unclear
I gave my bag to friend,save
take a break at 5pm,reminder
it!,unclear
stop exercise reminder,cancel_specific
Where did I leave my phone?,search
The code for phone is letmein,save
I see.,unclear
I need to stop every single reminder for me,cancel_all
Remind me to exercise please,reminder
could you can you clear all reminders right now,cancel_all
Alarm at 3pm,reminder
BE,unclear
stop dinner reminder,cancel_specific
please remove rent reminder,cancel_specific
AND THEN??,unclear
I NEED TO CAN YOU DELETE ALL MY REMINDERS,cancel_all
In 3 hrs remind me to call dad,reminder
WELL,unclear
I'd like to cancel the bills reminder,cancel_specific
Where did I store my glasses?,search
can you stop the study reminder,cancel_specific
Quickly stop all active reminders right now,cancel_all
Find where I put my mouse,search
one sec.,unclear
locker password is password123,save
stop rent reminder,cancel_specific
OMG,unclear
Remind me to meditate at 7am,reminder
can you cancel the exercise reminder,cancel_specific
please remove wake up reminder,cancel_specific
attend meeting at 6am,reminder
OOPS.,unclear
Recurring reminder every 10 minutes to stretch,reminder
Remind me to attend meeting at 5am,reminder
I no longer need the rent reminder,cancel_specific
Where is my documents?,search
Locate my phone,search
cancel wake up reminder,cancel_specific
put.,unclear
Reminder in 15 hour to meditate,reminder
ohh!,unclear
Am I supposed to call dad?,search
I don't want the posture reminder anymore,cancel_specific
Search backpack,search
please cancel bills reminder,cancel_specific
Where did I store my passport?,search
I need to delete all my reminders now,cancel_all
I have class at 2pm,save
NEVER MIND?,unclear
Am I supposed to call Sarah?,search
check email every 30 hour,reminder
Did I return the water bottle?,search
After 60 hr remind me to sleep,reminder
I borrowed the house keys from Tom,save
meditate reminder every 30 mins,reminder
Where are the earphones?,search
Remind me every 2 hour to drink water,reminder
GOOD EVENING,unclear
REMOVE ALL PENDING REMINDERS NOW,cancel_all
Show me where my ID card is,search
What now?.,unclear
drink water after 1 hours,reminder
My friend's phone number is 00009109,save
Where did I place my bag?,search
hello!,unclear
What is neighbor's anniversary?,search
Did I put tablet somewhere?,search
delete that breakfast reminder,cancel_specific
I borrowed the remote from friend,save
Just clear all pending reminders now,cancel_all
Is there any info on keys?,search
In 30 minutes remind me to go to gym,reminder
Where is the credit card?,search
Where's the tablet?,search
What was the garage password?,search
Remind me to buy groceries at 3pm,reminder
A,unclear
Like??,unclear
sister's number is 98761533,save
Recall where I put my iPad,search
Instagram password is password123,save
I left my camera on the box,save
water the plants reminder,reminder
Get my ID card location,search
Um!,unclear
AHA.,unclear
turn off the gym reminder,cancel_specific
My boss's address is 43211650,save
Where are my house keys?,search
Set alarm for 1pm to check email,reminder
The code for garage is password123,save
turn off everything please,cancel_all
Search for watch,search
15 min reminder to take a break,reminder
My backpack is on the closet,save
check email every 20 min,reminder
quickly stop everything right now,cancel_all
feed the pet in 30 minutes,reminder
The interview is at 2pm,save
no need for exercise reminder,cancel_specific
email password is qwerty,save
I need to remove all alerts for me,cancel_all
My documents is in the bathroom,save
I want to delete the posture reminder,cancel_specific
Can you cancel all of them,cancel_all
please cancel sleep reminder,cancel_specific
Find my medicine,search
I need to find my power bank,search
Where are the charger?,search
I WANT TO CAN YOU CLEAR ALL REMINDERS PLEASE,cancel_all
Find the charger,search
Please find my keys,search
Remind me to walk around after 60 mins,reminder
stop my break reminder,cancel_specific
do laundry after 30 hours,reminder
Where's my ID card?,search
Xyz,unclear
Quickly turn off all pending reminders please,cancel_all
Set alarm for 6pm to charge phone,reminder
My power bank is in the lot B,save
Just remove all of them immediately,cancel_all
60 hours reminder to meditate,reminder
The Paytm password is admin123,save
But?,unclear
COULD YOU CANCEL ALL ACTIVE REMINDERS PLEASE,cancel_all
Repeat reminder to study every 3 mins,reminder
Please clear all of them now,cancel_all
Find the headphones,search
Alert me to check email,reminder
ummm?,unclear
just remove every reminder immediately,cancel_all
not sure,unclear
Remind me to charge phone every 45 mins,reminder
please remove gym reminder,cancel_specific
Find where I put my keyboard,search
COULD YOU CANCEL ALL NOTIFICATIONS NOW,cancel_all
Remind me to stand up,reminder
At 8pm remind me to walk around,reminder
Search iPad,search
QUICKLY CAN YOU CANCEL ALL REMINDERS,cancel_all
Remind me every 45 minutes to go to gym,reminder
please turn off all my reminders now,cancel_all
After 10 min remind me to water the plants,reminder
An.,unclear
Where did I keep my iPad?,search
please stop grocery reminder,cancel_specific
Don't forget exam is next week,save
delete that sleep reminder,cancel_specific
Remember where my camera is?,search
quickly stop every reminder immediately,cancel_all
I kept my water bottle in the drawer,save
I borrowed the credit card from Mike,save
Tell me where my water bottle is,search
Remind me every 10 hr to buy groceries,reminder
Where did I leave my umbrella?,search
The code for PhonePe is qwerty,save
UM?,unclear
JUST CANCEL ALL ALARMS FOR ME,cancel_all
cancel the water reminder,cancel_specific
remove email reminder,cancel_specific
no!,unclear
Find my purse,search
I want to delete the morning reminder,cancel_specific
home WiFi PIN is 2468,save
Tell me my home WiFi password,search
garage PIN is 0000,save
My doctor's address is 78908053,save
please stop dinner reminder,cancel_specific
Do you know where my ID card is?,search
Show me where my glasses is,search
boss's number is 78909804,save
COULD YOU DELETE ALL ALARMS,cancel_all
I need to delete all notifications for me,cancel_all
I put my backpack in the office,save
I NEED TO REMOVE ALL ALERTS,cancel_all
I kept my earphones in the nightstand,save
Where are my glasses?,search
I put my remote in the bathroom,save
set,unclear
After 5 minutes remind me to sleep,reminder
I SEE.,unclear
remove the reminder to wake up,cancel_specific
Where did I put my TV remote?,search
I stored my phone in the bedroom,save
remove that reading reminder,cancel_specific
Could you remove all reminders now,cancel_all
walk around reminder every 2 hr,reminder
turn off all recurring reminders now,cancel_all
please remove morning reminder,cancel_specific
I put my documents in the lot B,save
Please find my remote,search
delete the hourly reminder,cancel_specific
Where did I leave my earphones?,search
Remove every single reminder for me,cancel_all
huh?!,unclear
My bike keys is where?,search
I'd like to delete the yoga reminder,cancel_specific
the?,unclear
Is there any info on keyboard?,search
Repeat reminder to feed the pet every 5 hrs,reminder
I don't need the hydration reminder,cancel_specific
JUST CANCEL ALL ACTIVE REMINDERS RIGHT NOW,cancel_all
At 8pm remind me to water the plants,reminder
What's Amazon password?,search
DELETE EVERY REMINDER,cancel_all
delete my reminder to drink water,cancel_specific
la la la.,unclear
feed the pet after 45 hour,reminder
PhonePe PIN is 1357,save
I parked my laptop in safe,save
I'd like to remove the call reminder,cancel_specific
Aha?,unclear
Could you just clear all my reminders,cancel_all
Alert me to go to gym,reminder
feed the pet at 12pm,reminder
Reminder in 30 minute to eat breakfast,reminder
please cancel gym reminder,cancel_specific
I gave my credit card to Mike,save
What's the safe password?,search
eat dinner in 60 hrs,reminder
I gave my bag to colleague,save
Where's the iPad?,search
STOP ALL MY REMINDERS IMMEDIATELY,cancel_all
Can you stop all scheduled reminders for me,cancel_all
Reminder at 7am to check email,reminder
My brother's birthday is 55555151,save
call dad at 1pm,reminder
What time is the call?,search
After 45 mins remind me to drink water,reminder
3 hrs reminder to buy groceries,reminder
pay bills every 3 mins,reminder
My sister's number is 13573937,save
quickly remove all scheduled reminders,cancel_all
What is the PhonePe password?,search
I stored my phone in the counter,save
I don't need the sleep reminder,cancel_specific
The train is on Monday,save
turn off all the reminders right now,cancel_all
FORGET IT!,unclear
I no longer need the daily reminder,cancel_specific
deactivate grocery reminder,cancel_specific
Where is my earphones?,search
I'd like to remove the rent reminder,cancel_specific
quickly please cancel all my reminders for me,cancel_all
SO,unclear
BUT?.,unclear
exercise every 1 min,reminder
Set alarm for 3pm to stretch,reminder
ONE SEC!,unclear
friend's phone number is 43219549,save
Every 30 minutes remind me to call dad,reminder
Alert me to clean room,reminder
Remind me to feed the pet in 3 minutes,reminder
CAN YOU TURN OFF ALL ALARMS NOW,cancel_all
jacket is in the box,save
an,unclear
Did I return the backpack?,search
Google PIN is 5555,save
Recurring reminder every 20 minute to call mom,reminder
Wait?,unclear
delete that bills reminder,cancel_specific
The home WiFi password is abc123,save
Find where I put my umbrella,search
Help?,unclear
Do I owe Emma money?,search
could you clear all scheduled reminders please,cancel_all
Recall where I put my cable,search
xyz?,unclear
Show me my phone password,search
stop meeting reminder,cancel_specific
remove my bills reminder,cancel_specific
Where have I put my debit card?,search
At 7am remind me to eat breakfast,reminder
cancel that workout reminder,cancel_specific
The bike keys is in the backpack,save
turn off my meditation reminder,cancel_specific
water the plants at 7am,reminder
forget it?,unclear
meditate reminder,reminder
Do you have info about power bank?,search
What is mom's phone number?,search
could you can you turn off all reminders,cancel_all
Remember where my backpack is?,search
read reminder every 45 hr,reminder
Huh!,unclear
Please turn off all alarms please,cancel_all
stop reminding me to pay bills,cancel_specific
please clear all of them immediately,cancel_all
I want to remove the study reminder,cancel_specific
Password for Paytm is qwerty,save
THANKS?,unclear
disable meditation reminder,cancel_specific
Note that meeting is at 5pm,save
Help!,unclear
Could you stop all reminders for me,cancel_all
cancel everything immediately,cancel_all
Remind me every 30 minutes to take medicine,reminder
Skip,unclear
Repeat reminder to pay bills every 15 hrs,reminder
I NEED TO WIPE ALL REMINDERS FOR ME,cancel_all
